id;id_ex;siret;gestion;date_creat;date_publi;nature;groupement;titre;objet;objet_social1;objet_social2;adr1;adr2;adr3;adrs_codepostal;libcom;adrs_codeinsee;dir_civilite;siteweb;observation;position;rup_mi;maj_time
"291S0291  8645";"0291  8645";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"LA CLAIRE FONTAINE";"Toutes recherches relatives aux traditions et aux coutumes des anciennes sociEtès forestières traditionnelles d'europe";"000000";"000000";"Chez mme bignon louisette";"16 chemin de kerohan";"";"29224";"HANVEC";"29078";"PM";"";"";"A";"";"2006-03-16  03:42:57"
"291S0291 00391";"0291 00391";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION POUR LA GESTION DU RESTAURANT DU CENTRE REGIONAL OPERATIONNEL DE SURVEILLANCE ET DE SAUVETAGE DE CORSEN-OUESSANT (VOIR 3911)";"Assurer la gestion du restaurant du personnel affecte au centre regional operationnel de surveillance et de sauvetage de corsen";"000000";"000000";"Pointe du corsen";"";"";"29229";"PLOUARZEL";"29177";"PM";"";"W291006940";"R";"";"2015-10-21  10:28:34"
"291S02910";"02910";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"BIEN NAITRE";"Mettre en oeuvre les moyens qui favorisent un accouchement et une naissance bien vecus et un meilleur accueil de l'enfant au sein de la famille et de la societe";"000000";"000000";"Maison de quartier de kerinou";"Rue commandant somme py";"";"29200";"BREST";"29019";"PM";"";"";"A";"";"2006-03-16  03:42:56"
"291S02910 1963";"02910 1963";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION FAMILLES RURALES DE LE CONQUET-TREBABU";"Assurer la défense de tous les interets des familles rurales sur le plan moral, culturel, économique , social et civique.";"000000";"000000";"Mairie";"Parc de Beauséjour";"";"29217";"CONQUET";"29040";"PM";"";"";"A";"";"2006-03-16  03:43:03"
"291S02910 6291";"02910 6291";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"COLLèGE NATIONAL D'OCCLUSODONTOLOGIE-SECTION BRETAGNE OCCIDENTALE";"orientation et la promotion de l'enseignement de la recherche et de la pratique clinique en occlusodontologie. Participation à la formation post-universitaire. Organisation de manifestatiobns scientifiques. Publication de documents et de revues. Formulation sur l'ensemble des matériels et matériaux destinés à l'occlusodontologie. Liaison avec les enseignants d'occlusodontoilogie d'autres facultés ou pays étrangers.";"000000";"000000";"Chez DR BODERE Celine";"10, rue Joseph Kessel La Cavale Blanche";"";"29200";"BREST";"29019";"PM";"";"";"A";"";"2006-03-16  03:43:04"
"291S029100 528";"029100 528";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"TENNIS DE TABLE LOPERHETOIS (ERREUR ENREGISTREMENT - VOIR N° 5287)";"Organiser et developper la pratique du tennis de table sous toutes ses formes, organiser des competitions et tournois de toutes categories inherentes a cette pratique, etc...";"000000";"000000";"Chez m. coat michel";"12 lot du coadic";"";"29213";"LOPERHET";"29140";"PM";"";"";"A";"";"2006-03-16  03:43:00"
"291S0291000004";"0291000004";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION CULTUELLE ISRAELITE DE BREST";"Elle a pour but la Célébration du Culte et l'enseignement de l'hébreu";"000000";"000000";"40, rue de la République";"";"";"29200";"BREST";"29019";"PM";"";"W291006964";"R";"";"2015-11-10  11:14:05"
"291S0291000027";"0291000027";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION DES AMIS DE L'ECOLE BONNE NOUVELLE";"Grouper des amis de l'ecole bonne nouvelle";"000000";"000000";"17 rue bonne nouvelle";"";"";"29200";"BREST";"29019";"PM";"";"";"D";"";"2006-03-16  03:42:58"
"291S0291000050";"0291000050";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"SOCIETE DE CHASSE DE TREOUERGAT";"Chasse et peche sur les terrains dont elle obtiendra la jouissance en vue de cet objet, ainsi que la protection du gibier, notamment par la destruction des animaux nuisibles, la repression du braconnage";"000000";"000000";"Mairie";"";"";"29290";"TREOUERGAT";"29299";"PM";"";"W291006942";"R";"";"2015-10-22  10:17:27"
"291S0291000070";"0291000070";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ETOILE SAINT-EDERN";"Pratique actuellement le football, et va commerncer incessamment l'athlétisme et le basket- ball";"000000";"000000";"Patronage de Plouédern";"";"";"29220";"PLOUEDERN";"29181";"PM";"";"W291005968";"R";"";"2013-10-14  10:27:55"
"291S0291000079";"0291000079";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION LA FLAMME TENNIS DE TABLE BREST";"Pratique de l'education physique et des sports";"000000";"000000";"19 rue solferino";"";"";"29200";"BREST";"29019";"PM";"";"";"D";"";"2006-03-16  03:43:00"
"291S0291000081";"0291000081";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"SPORTING CLUB LANNILISIEN";"Pratique des exercices physiques et notamment le football, athlEtique, basket-ball, handball, volley ainsi que tous les autres sports Â caractère collectif ou individuel ayant reCu l'agrEment du comitE directeur";"000000";"000000";"Mairie";"";"";"29214";"LANNILIS";"29117";"PM";"";"";"D";"";"2006-03-16  03:42:58"
"291S0291000082";"0291000082";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"UNION SPORTIVE DAOULASIENNE";"Pratique du football";"000000";"000000";"Mairie";"Place St Yves";"";"29224";"DAOULAS";"29043";"PM";"";"";"D";"";"2006-03-16  03:43:03"
"291S0291000088";"0291000088";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ETOILE ROUGE BREST (FUSION AVEC LE N°34)";"La pratique des exercies physiques et notamment Athlétisme, football, basket ball, ping pong, volleyball";"000000";"000000";"25 rue Bugeaud";"";"";"29200";"BREST";"29019";"PM";"";"";"A";"";"2006-03-16  03:43:04"
"291S0291000114";"0291000114";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"AMICALE DES ANCIENS ELEVES ET AMIS DES ECOLES LAIQUES DE LANNILIS";"Resserrer entre ses membres les liens anciens de camaraderie ; de soutenir par tous les moyens materiels et moraux dont elle disposera les ecoles laiques de lannilis dans la mesure de ses ressource, de secourir les eleves necessiteux, etc...";"000000";"000000";"College pays des abers";"Rue jules ferry";"";"29214";"LANNILIS";"29117";"PM";"";"";"D";"";"2006-03-16  03:43:01"
"291S0291000125";"0291000125";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION DES AMIS DES ECOLES LIBRES DE LANDEDA";"La création et le fonctionnement des écoles libres";"000000";"000000";"L'école libre des filles";"";"";"29214";"LANDEDA";"29101";"PM";"";"W291006993";"R";"";"2015-11-30  11:31:38"
"291S0291000136";"0291000136";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"AMICALE LAIQUE DE PLOUGASTEL DAOULAS";"L'association met à la disposition de tous, les moyens de développement d'activités sociales, éducatives et récréatives dans la mesure de ses possibilités ; par ces moyens, elle contribue à l'émancipation intellectuelle et sociale, etc...";"000000";"000000";"Chez M.Marcel GOUARDOS";"74 rue F. Guivarch";"";"29213";"PLOUGASTEL-DAOULAS";"29189";"PM";"";"W291006904";"R";"";"2015-10-06  10:33:19"
"291S0291000137";"0291000137";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"FEMMES SOLIDAIRES EN FINISTèRE";"Abolir les discriminations dont sont victimes les femmes, les informer de leurs droits, leur permettre d'intervenir pour améliorer les lois ou en proposer de nouvelles. Défendre les droits acquis par les femmes, notamment le droit au travail, à la contraception, à l'IVG au respect dans le couple, la famille, la société. Obtenir l'égalité dans tous les domaines et notamment la parité. Obtenir pour les femmes le temps et les moyens d'accéder à la culture, d'organiser avec elles des stages.........";"000000";"000000";"16, rue Yves Tanguy";"";"";"29200";"BREST";"29019";"PM";"";"W291006994";"R";"";"2015-11-30  11:43:47"
"291S0291000166";"0291000166";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION SOCIO-CULTURELLE DES CHEFS DE FAMILLE DE LA PAROISSE DE PLOUGONVELIN";"Administrer et exploiter les biens meubles et immeubles appartenant Â l'association. mettre les dits immeubles Â la disposition d'organismes Â but charitable, Educatif, social et culturel de la commune de plougonvelin";"000000";"000000";"Ecole privEe mixte du sacrE-coeur";"Rue de gorrEquEar";"";"29217";"PLOUGONVELIN";"29190";"PM";"";"";"D";"";"2006-03-16  03:42:57"
"291S0291000192";"0291000192";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"SOCIETE DE CHASSE DU FOLGOET";"Elle a pour but l'exercice du droit de chasse sur les territoires affirmés par la société suivant les réglementations en vigueur...";"000000";"000000";"9 rue Henri Régnier";"";"";"29260";"FOLGOET";"29055";"PM";"";"W291006995";"R";"";"2015-11-30  11:04:47"
"291S0291000195";"0291000195";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION DES CHEFS DE FAMILLE DE LA PAROISSE DE LA MARTYRE ET D'EDUCATION POPULAIRE";"Acquisition, entretien, gestion, dEveloppement d'Etablissement privEs d'enseignement et d'Education populaire";"000000";"000000";"Ecole privEe mixte saint-joseph";"Bourg de la martyre";"";"29220";"MARTYRE";"29144";"PM";"";"W291006996";"R";"";"2015-11-30  11:15:47"
"291S0291000215";"0291000215";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"CERCLE DE LA POLICE DE BREST";"GErer le restaurant et le bar au profit de ses membres et organiser toute manifestation de sympathie";"000000";"000000";"1 rue colbert";"";"";"29200";"BREST";"29019";"PM";"";"";"D";"";"2006-03-16  03:42:58"
"291S0291000220";"0291000220";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"LA LESNEVIENNE";"Elle a pour but de promouvoir, de soutenir, de favoriser les oeuvres d'éducation populaire, notamment : les réunions d'études, les conférences, les institutions ayant pour but le développement de l'instruction, les cours professionnels, ménagers, agricoles, les séances récréatives, artistique, cinématographiques, musicale, les réunions d'éducation physique.";"000000";"000000";"16 rue Alsace Lorraine";"";"";"29260";"LESNEVEN";"29124";"PM";"";"W291006207";"R";"";"2014-05-22  05:25:46"
"291S0291000222";"0291000222";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ETOILE SAINT JOSEPH";"Elle a pour objet d'organiser, de développer, en prolongement de l'éducation physique et sportive, l'initiation et la pratique sportives pour les élèves qui y adhérent.";"000000";"000000";"Ecole Saint Joseph";"";"";"29262";"PLOUDALMEZEAU";"29178";"PM";"";"W291006639";"R";"";"2015-04-21  04:20:59"
"291S0291000225";"0291000225";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ETOILE SPORTIVE DE LOCMARIA - PLOUZANE";"Promouvoir, soutenir, favoriser la pratique de tous les sports";"000000";"000000";"Mairie";"";"";"29290";"LOCMARIA-PLOUZANE";"29130";"PM";"";"W291006997";"R";"";"2015-11-30  11:27:29"
"291S0291000227";"0291000227";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ETOILE SPORTIVE SAINT JULIEN";"Organiser et controler la pratique des sports feminins (basket ball, volley ball...) et toute l'education physique dans l'etablissement";"000000";"000000";"Ecole saint julien";"13 rue de brest";"";"29220";"LANDERNEAU";"29103";"PM";"";"";"A";"";"2006-03-16  03:42:59"
"291S0291000258";"0291000258";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION SPORTIVE DE SAINTE ANNE";"Cette association a pour but d'organiser, de développer, en prolongement de l'éducation physique et sportive donnée pendant les heures de scolarité, l'initiation et la pratique sportives pour les élèves qui y adhèrent.";"000000";"000000";"";"20 rue Lamotte-Picquet";"";"29200";"BREST";"29019";"PM";"";"W291006998";"R";"";"2015-11-30  11:35:52"
"291S0291000261";"0291000261";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"JEUNESSE SPORTIVE SAINT THONANAISE";"Pratique des activites sportives permettant de creer entre ses membres des relations d'amitie et de solidarite";"000000";"000000";"Mairie";"";"";"29220";"SAINT-THONAN";"29268";"PM";"";"W291006914";"R";"";"2015-10-09  10:54:41"
"291S0291000262";"0291000262";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION DEPARTEMENTALE DES ANCIENS DE L'OUTRE-MER ET ANCIENS COMBATTANTS DES TROUPES DE MARINE DU FINISTERE";"Resserrer les liens d'amitie et de solidarite entre tous les coloniaux et anciens coloniaux";"000000";"000000";"17 rue de kervriou";"";"";"29200";"BREST";"29019";"PM";"";"";"D";"";"2006-03-16  03:43:00"
"291S0291000265";"0291000265";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"AMICALE DES PETITS JARDINIERS DE L'AGGLOMERATION BRESTOISE";"Faciliter,( en raison des difficultes actuelles d'existence), aux petits producteurs en jardinage, legumes, fruits, fleurs, plants de semis a repiquer et plantes diverses, la vente directe sur les places et marches ou aux particuliers.....";"000000";"000000";"chez Mme PAGE Maria";"105, rue des 4 pompes";"";"29200";"BREST";"29019";"PM";"";"W291006999";"R";"";"2015-11-30  11:40:48"
"291S0291000272";"0291000272";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION SAINTE ANNE DE KERLOUAN";"Promouvoir, soutenir, maintenir, administrer et developper des institutions de bienfaisance et d'enseignement libre au bourg de kerlouan ou dans la region";"000000";"000000";"Bourg";"";"";"29238";"KERLOUAN";"29091";"PM";"";"W291007000";"R";"";"2015-11-30  11:45:40"
"291S0291000273";"0291000273";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"LA RUCHE DE SAINT MARC";"Gerer, acquerir, construire, entretenir, prendre et donner a bail tous les immeubles necessaires au fonctionnement des oeuvres culturelles, cultuelles, scolaires, peri et postscolaires, etc...";"000000";"000000";"2 rue abbe cocaign";"Bp 3";"";"29200";"BREST";"29019";"PM";"";"";"D";"";"2006-03-16  03:43:00"
"291S0291000274";"0291000274";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION POUR L'AIDE AUX MERES ET AUX FAMILLES A DOMICILE POUR BREST ET SA REGION";"Apporter immediatement aux familles et a toute personne non retraitee une aide adaptee pour des raisons medicales et sociales";"000000";"000000";"4 rue colonel fonferrier";"";"";"29200";"BREST";"29019";"PM";"";"";"D";"";"2006-03-16  03:43:01"
"291S0291000276";"0291000276";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"AMICALE DES ANCIENS ELEVES ET AMIS DES ECOLES PUBLIQUES DE LESNEVEN";"Resserer entre ses membres les liens de camaraderie et soutenir par tous les moyens matériels et moraux dont elle disposera les Ecoles publiques de Lesneven";"000000";"000000";"Ecole publique de Lesneven";"Place du Champ de Bataille";"";"29260";"LESNEVEN";"29124";"PM";"";"";"D";"";"2006-03-16  03:42:57"
"291S0291000279";"0291000279";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"SECTION DE L'ARRONDISSEMENT DE BREST DE L'ASSOCIATION DEPARTEMENTALE DES DEPORTES INTERNES ET FAMILLES DE DISPARUS DITE 'SECTION DE BREST DE L'UNADIF'";"Entretenir le soutien des dEportEs disparus, resserrer les liens de fraternitE et de solidaritE entre ses membres, leur assurer une aide morale et matErielle, dEfendre les droits de l'homme et les libertEs fondamentales";"000000";"000000";"1 rue proudhon";"";"";"29200";"BREST";"29019";"PM";"";"";"A";"";"2006-03-16  03:42:57"
"291S0291000291";"0291000291";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION SAINTE ANNE DE PLOUMOGUER";"Elle a pour objet la création et l'entretien des écoles, patronage, oevres d'éducation populaire et de formation professionnelle de la paroisse de Ploumoguer.";"000000";"000000";"Presbytère de Ploumoguer";"";"";"29229";"PLOUMOGUER";"29201";"PM";"";"W291007002";"R";"";"2015-11-30  11:55:46"
"291S0291000304";"0291000304";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION SPORTIVE LES GAS DE PLOUIDER";"Pratique des sports, plus particulièrement le football et la préparation physique et morale de la jeunesse.";"000000";"000000";"Club house du Stade Joel Leroux";"";"";"29260";"PLOUIDER";"29198";"PM";"";"W291006692";"R";"";"2015-05-27  05:54:45"
"291S0291000322";"0291000322";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"LES LIONS DE SAINT MARC";"organiser et controler la pratique des sports.";"000000";"000000";"117 rue de Verdun";"";"";"29200";"BREST";"29019";"PM";"";"";"D";"";"2006-03-16  03:43:03"
"291S0291000327";"0291000327";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"SOCIETE DE CHASSE 'LA FORESTOISE'";"Exploitation rationelle de la chasse, entraînant le repeuplement nécessaire en gibier, la destruction des nuisibles, la protection des animaux domestiques, des cultures et des clôtures.";"000000";"000000";"5, Route de Beg-Ar-Groaz";"";"";"29220";"FOREST-LANDERNEAU";"29056";"PM";"";"W291006467";"R";"";"2014-12-23  12:08:41"
"291S0291000328";"0291000328";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ETOILE SPORTIVE SAINT JOSEPH";"Promouvoir et organiser en prolongement de l'Education physique et sportive donnEe pendant le temps scolaire, les activitEs sportives et de loisirs pour l'ensemble des Elèves de l'Etablissement";"000000";"000000";"2 rue belhommet";"";"";"29220";"LANDERNEAU";"29103";"PM";"";"";"A";"";"2006-03-16  03:42:57"
"291S0291000339";"0291000339";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ORGANISME DE GESTION D'ETABLISSEMENTS CATHOLIQUES D'ENSEIGNEMENT SAINT SAUVEUR (O.G.E.C.)";"Dans le respect du droit francais d'une part, des accords conclus au sein de l'enseignement catholique d'autre part, d'assumer juridiquement la gestion d'Etablissements d'enseignement fondEs par l'autoritE canonique compEtente";"000000";"000000";"4 rue vauban";"";"";"29200";"BREST";"29019";"PM";"";"";"D";"";"2006-03-16  03:42:56"
"291S0291000350";"0291000350";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION SAINT JOSEPH";"Education catholique de la jeunesse par l'enseignement, la formation sociale, les sports, etc...";"000000";"000000";"Presbytere";"";"";"29236";"LANDUNVEZ";"29109";"PM";"";"";"A";"";"2006-03-16  03:43:00"
"291S0291000370";"0291000370";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION SCOLAIRE IMMOBILIERE DE HANVEC";"Education populaire dans la commune de hanvec, contribuer au fonctionnement de l'Ecole libre de hanvec des oeuvres scolaires et post-scolaires en mettant Â leur disposition les immeubles";"000000";"000000";"Ecole catholique mixte sainte jeanne d'arc";"";"";"29224";"HANVEC";"29078";"PM";"";"";"A";"";"2006-03-16  03:42:57"
"291S0291000371";"0291000371";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"AMICALE DE LA RUE CAMILLE DESMOULINS";"Maintenir entre ses membres les relations d'amitie qui unissaient deja les camarades de travail, d'eriger ces relations en des liens durables de solidarite fraternelle, d'assurer la defense des interets de ses membres dans le cadre de leur professio";"000000";"000000";"26 rue camille desmoulins";"";"";"29200";"BREST";"29019";"PM";"";"";"D";"";"2006-03-16  03:43:01"
"291S0291000387";"0291000387";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"AMICALE SPORTIVE DE GUILERS";"Par la pratique des activités sportives et de plein air, de créer entre tous ses membres des liens d'amitié et de bonne camaraderie";"000000";"000000";"Mairie";"";"";"29243";"GUILERS";"29069";"PM";"";"W291006319";"R";"";"2014-09-05  09:59:27"
"291S0291000392";"0291000392";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"TENNIS CLUB DE LA MARINE DE BREST (TCMB)";"Pratique du sport du tennis par les personnels militaires du port de brest et leurs familles et l'entretien entre ses membres des relations d'amitiE et de bonne camaraderie ; ouverture du club aux civils del a defense, etc...";"000000";"000000";"8 rue de mostaganem";"";"";"29200";"BREST";"29019";"PM";"";"";"D";"";"2006-03-16  03:42:59"
"291S0291000396";"0291000396";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"RESTAURANT ADMINISTRATIF DES PTT (INCLU DANS LE DOSSIER N°9594 RIE BREST SIAM)";"Servir les repas au profit de ses membres";"000000";"000000";"hotel des postes";"BP 802 29285 BREST CEDEX";"";"29200";"BREST";"29019";"PM";"";"";"D";"";"2006-03-16  03:43:03"
"291S0291000413";"0291000413";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION CATHOLIQUE DES CHEFS DE FAMILLE DE KERINOU";"Developper l'instruction en toutes manieres et l'education sous ses diverses formes : morale, religieuse, artistique, physique, etc.... et a cet effet notamment de creer et d'entretenir toutes oeuvres et services repondant a une telle fin, etc.....";"000000";"000000";"1 rue sully";"";"";"29200";"BREST";"29019";"PM";"";"";"D";"";"2006-03-16  03:43:01"
"291S0291000416";"0291000416";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION SAINTE BARBE";"Contribuer au développement de l'instruction en toute matière et de l'éducation sous toutes ses formes (morale, religieuse, artistique, physique, etc...) etc...";"000000";"000000";"20 rue Abbé Letty";"";"";"29219";"RELECQ-KERHUON";"29235";"PM";"";"W291007003";"R";"";"2015-11-30  11:02:14"
"291S0291000428";"0291000428";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"MAISON FAMILIALE D'EDUCATION ET D'ORIENTATION";"Donner aux familles qui en sont membres les moyens d'exercer leurs droits et d'assumer leurs responsabilites, notamment en ce qui concerne l'education, l'orientation et la formation professionnelle, generale, morale et sociale des enfants......";"000000";"000000";"22 rue du stade";"";"";"29290";"SAINT-RENAN";"29260";"PM";"";"";"D";"";"2006-03-16  03:43:01"
"291S0291000432";"0291000432";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"AMICALE DES ANCIENS MUSICIENS DE LA FLOTTE";"Etablir un centre de relations amicales entre les anciens musiciens de la flotte et leurs camarades en activité.";"000000";"000000";"Bar Breton";"25 rue Branda";"";"29200";"BREST";"29019";"PM";"";"";"A";"";"2006-03-16  03:43:03"
"291S0291000433";"0291000433";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"COMITE DES FETES DE KERNOUES";"Cette association a pour objet l'organisation de l'animation des fêtes locales.";"000000";"000000";"Mairie";"";"";"29260";"KERNOUES";"29094";"PM";"";"W291007004";"R";"";"2015-11-30  11:05:31"
"291S0291000448";"0291000448";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"OGEC NOTRE DAME LE GROUANEC";"Dans le respect du droit francais d'une part, des accords conclus au sein de l'enseignement catholique d'autre part, d'assumer juridiquement la gestion d'etablissements d'enseignement fondes par l'autorite canonique competente";"000000";"000000";"Le grouanec";"";"";"29232";"PLOUGUERNEAU";"29195";"PM";"";"";"D";"";"2006-03-16  03:42:59"
"291S0291000460";"0291000460";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"LE DRAPEAU DU SACRE COEUR";"L'organisation et la pratique des sports à l'école du sacré coeur de Guisseny";"000000";"000000";"école du sacré coeur";"";"";"29249";"GUISSENY";"29077";"PM";"";"W291007005";"R";"";"2015-11-30  11:12:21"
"291S0291000491";"0291000491";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION DES PARENTS D'ELEVES DE L'ECOLE PRIVEE MIXTE DE L'ILE MOLENE";"Grouper les chefs de famille ayant la charge des enfants inscrits a l'ecole";"000000";"000000";"Ecole sainte philomene";"";"";"29259";"ILE-MOLENE";"29084";"PM";"";"";"D";"";"2006-03-16  03:42:59"
"291S0291000501";"0291000501";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION DES PARENTS D'ELEVES DE L'ECOLE PRIMAIRE PRIVEE MIXTE SAINTE JEANNE D'ARC DE HANVEC";"Grouper les chefs de famille ayant la charge des enfants inscrits a l'ecole ; toutes activites susceptibles d'apporter un soutien materiel et moral a l'ecole, aux familles et aux maitres...";"000000";"000000";"Ecole sainte jeanne d'arc";"Rue urbain de quelen";"";"29224";"HANVEC";"29078";"PM";"";"";"D";"";"2006-03-16  03:42:59"
"291S0291000505";"0291000505";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION DES PARENTS D'ELEVES DE L'ECOLE NOTRE-DAME DE LOURDES FUSION AVEC LE N°1462";"Grouper les chefs de famille ayant la charge des enfants inscrits a l'ecole ; toutes activites susceptibles d'apporter un soutien materiel et moral a l'ecole, aux familles et aux maitres, etc...";"000000";"000000";"7 rue jeanne d'arc";"";"";"29260";"LESNEVEN";"29124";"PM";"";"";"D";"";"2006-03-16  03:43:00"
"291S0291000521";"0291000521";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION DES PARENTS D'ELèVES DE L'ECOLE SAINTE-BRIGIDE ET SAINT-YVES";"Réunir toute personne investie de l'autorité parentale à l'égard des enfants scolarisés dans l'établissement";"000000";"000000";"Rue Sainte Brigide";"";"";"29213";"LOPERHET";"29140";"PM";"";"";"A";"";"2006-03-16  03:42:57"
"291S0291000541";"0291000541";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION DES PARENTS D'ELEVES DU COLLEGE SAINT JOSEPH";"Grouper les chefs de famille ayant la charge des enfants inscrits à l'école, toutes activités susceptibles d'apporter un soutien matériel et moral à l'école, aux familles et aux maÎtres etc...";"000000";"000000";"2 rue Belhommet";"";"";"29220";"LANDERNEAU";"29103";"PM";"";"";"D";"";"2006-03-16  03:42:59"
"291S0291000549";"0291000549";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION DES PARENTS D'ELEVES DE L'ECOLE PRIVEE DU GROUANEC";"Grouper les chefs de famille ayant la charge des enfants inscrits Â l'ecole, le soutien materiel et moral de l'ecole, des familles et des maitres, l'entente avec toutes les associations semblables";"000000";"000000";"Ecole du grouanec";"";"";"29232";"PLOUGUERNEAU";"29195";"PM";"";"W291007006";"R";"";"2015-11-30  11:23:31"
"291S0291000551";"0291000551";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION DES PARENTS D'ELEVES DE PLOUGUERNEAU (DISSOUTE)";"Grouper les chefs de famille ayant la charge des enfants inscrits a l'ecole ; toutes activites susceptibles d'apporter un soutien materiel et moral a l'ecole, aux familles et aux maitres, etc...";"000000";"000000";"Ecole notre dame";"2 place de l'eglise";"";"29260";"FOLGOET";"29055";"PM";"";"";"A";"";"2006-03-16  03:43:01"
"291S0291000559";"0291000559";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ORGANISME DE GESTION DE L'ECOLE CATHOLIQUE BONNE NOUVELLE";"Dans le respect du droit français d'une part, des accords conclus au sein de l'enseignement catholique d'autre part, d'assumer juridiquement la gestion d'établissements d'enseignement fondés par l'autorité canonique compétente";"000000";"000000";"17 rue de Bonne Nouvelle";"";"";"29200";"BREST";"29019";"PM";"";"W291007007";"R";"";"2015-11-30  11:37:47"
"291S0291000560";"0291000560";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION DES PARENTS D'ELEVES DE L'EXTERNAT ANNE MARIE JAVOUHEY";"Grouper les chefs de famille ayant la charge des enfants inscrits à l'école . Toutes activités susceptibles d'apporter un soutien moral et matériel à l'école, aux familles et aux maitres. L'entente avec toutes asociations semblables.";"000000";"000000";"8 bis, rue Vauban";"";"";"29200";"BREST";"29019";"PM";"";"";"A";"";"2006-03-16  03:43:03"
"291S0291000563";"0291000563";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION DES PARENTS D'ELEVES DU COLLEGE ET LYCEE SAINTE ANNE";"Grouper les chefs de famille ayant des enfants inscrits à l'école ; soutien des familles et des maîtres";"000000";"000000";"20 rue Lamotte Picquet";"";"";"29200";"BREST";"29019";"PM";"";"W291006575";"R";"";"2015-03-09  03:12:18"
"291S0291000614";"0291000614";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"STADE PLABENNECOIS";"Pratique de l'education physique et des sports";"000000";"000000";"Mairie";"";"";"29212";"PLABENNEC";"29160";"PM";"";"";"D";"";"2006-03-16  03:42:56"
