id;id_ex;siret;gestion;date_creat;date_publi;nature;groupement;titre;objet;objet_social1;objet_social2;adr1;adr2;adr3;adrs_codepostal;libcom;adrs_codeinsee;dir_civilite;siteweb;observation;position;rup_mi;maj_time
"291S0291007593";"0291007593";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION BRETONNE D'AIDE AU TIERS MONDE";"Contribuer au développement du Tiers Monde, seule ou en partenariat, aec d'autre collectivités locales bretonnes, d'autres associations humanitaires ou tout organisme compétent ; jumelage, coopération, chantier internationaux de jeunes.";"000000";"000000";"12 rue Fautras";"";"";"29200";"BREST";"29019";"PM";"";"W291008185";"R";"";"2017-02-28  02:21:50"
"291S0291007594";"0291007594";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"PROJECTIONS";"Réaliser des activités de formation et de conseil dans le domaine des ressources humaines et des bilans de compétences.";"000000";"000000";"chez Mme Aubry";"Kerguestan";"";"29229";"PLOUARZEL";"29177";"PM";"";"W291008184";"R";"";"2017-02-28  02:12:17"
"291S0291007595";"0291007595";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"AMICALE DE KERERAULT";"Animation de four à pain du village de Kérérault";"000000";"000000";"45, chemin du Véleury";"";"";"29213";"PLOUGASTEL-DAOULAS";"29189";"PM";"";"";"D";"";"2006-03-16  03:43:02"
"291S0291007597";"0291007597";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"GROUPEMENT D'EMPLOYEURS DE L'OFFICE DES JUMELAGE ET DE LA MAISON DE L'EUROPE";"Permettre a l'office des relations internationales et des jumelages de la ville de brest et de l'association pour la maison de l'europe, espace europe du finistere, l'emploi en commun de personnel de secretariat sous contrat de travail";"000000";"000000";"Carrefour des relations internationales";"4 rue augustin morvan";"";"29200";"BREST";"29019";"PM";"";"";"D";"";"2006-03-16  03:43:00"
"291S0291007599";"0291007599";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION SPORTIVE DES PROFESSIONS DE SANTE DE BREST (A.S.P.S. DE BREST)";"Permettre aux adherents de pratiquer le tennis corporatif dans le cadre des epreuves organisEes par le comite departemental de tennis du finistere";"000000";"000000";"Chez m. david marcel";"12 rue de vannes";"";"29200";"BREST";"29019";"PM";"";"W291008183";"R";"";"2017-02-28  02:56:32"
"291S0291007602";"0291007602";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"PROMO SPORT";"Favoriser l'élaboration de projets étudiants sportifs ou culturels";"000000";"000000";"Ecole Supérieure de Commerce - Brest";"2 avenue de Provence";"";"29200";"BREST";"29019";"PM";"";"W291008228";"R";"";"2017-03-03  03:57:22"
"291S0291007603";"0291007603";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"MER ET LITTORAL";"Information et communication entre les membres, ainsi que la formation sur les domaines touchant les espaces littoraux et maritimes.";"000000";"000000";"Laboratoire de Géographie de la mer et des littoraux";"Avenue le Gorgeu";"";"29200";"BREST";"29019";"PM";"";"W291008226";"R";"";"2017-03-03  03:47:42"
"291S0291007605";"0291007605";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"CLUB ULM DE L'IROISE";"Popularisation de l'aEronautique afin d'offrir Â un plus grand nombre l'accès Â la connaissance des techniques aEronautiques et aErodynamiques et Â la maitrise du pilotage";"000000";"000000";"Keranguene";"";"";"29229";"PLOUARZEL";"29177";"PM";"";"W291008225";"R";"";"2017-03-03  03:38:18"
"291S0291007607";"0291007607";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"A DICTO";"Philosopher ensemble pour agir";"000000";"000000";"Chez Mme Anne-Marie MACIA";"232 rue Anatole France";"";"29200";"BREST";"29019";"PM";"";"";"D";"";"2006-03-16  03:43:02"
"291S0291007610";"0291007610";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"PROMOUVOIR L'ENSEIGNEMENT PUBLIC";"Rassembler et representer les defenseurs et sympathisants de l'enseignement public dans les trois cantons de lannilis, lesneven et plabennec etc...";"000000";"000000";"College antoine de saint exupery";"";"";"29260";"LESNEVEN";"29124";"PM";"";"W291008224";"R";"";"2017-03-03  03:25:08"
"291S0291007611";"0291007611";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"L'HUMANITE A PORTEE DE MAINS";"Promouvoir l'échange culturel entre les différents pays et ethnies par le biais de spectacles de rue et de l'artisanat";"000000";"000000";"3 rue Dugay-Trouin";"";"";"29200";"BREST";"29019";"PM";"";"W291008223";"R";"";"2017-03-02  03:42:21"
"291S0291007612";"0291007612";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"COLLECTIF DE MOBILISATION EN PSYCHIATRIE DE BOHARS";"Les revendications du collectif national de mobilisation en psychiatrie";"000000";"000000";"Hopital de bohars";"Bp 17";"";"29243";"BOHARS";"29011";"PM";"";"";"D";"";"2006-03-16  03:42:58"
"291S0291007615";"0291007615";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"PAINTBALL ACTION";"Promouvoir le paintball sur la région";"000000";"000000";"Chez M Stéphane Martinez";"Kerverot";"";"29224";"DIRINON";"29045";"PM";"";"W291008221";"R";"";"2017-03-02  03:15:15"
"291S0291007620";"0291007620";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"LA VILLE A VELO";"Promouvoir l'utilisation du vElo, sensibiliser la population et les Elus Â la nEcessitE d'amEnagements cyclables, faire des propositions concrètes les mieux adaptEes aux utilisateurs des deux roues lEgers";"000000";"000000";"Che mme louet therese";"22 rue branly";"";"29200";"BREST";"29019";"PM";"";"W291007439";"R";"";"2016-10-03  10:41:47"
"291S0291007622";"0291007622";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ARMOR OENOPHILE CLUB";"Approfondir la connaissance du vin sous tous ses aspects";"000000";"000000";"Chez m. alain l'haridon";"6 rue torpilleur adroit";"";"29200";"BREST";"29019";"PM";"";"W291008220";"R";"";"2017-03-02  03:01:20"
"291S0291007624";"0291007624";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"CLUB LOGABIB DES UTILISATEURS";"Analyser les besoins des utilisateurs de ce logiciel, de contribuer à son évolution ainsi qu'a toute activité s'y rattachant.";"000000";"000000";"Siège du Crédit Mutuel de Bretagne";"32 rue Mirabeau";"";"29219";"RELECQ-KERHUON";"29235";"PM";"";"W291008218";"R";"";"2017-03-02  03:38:51"
"291S0291007625";"0291007625";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"BLACK MARKET SYSTEME";"Aider les jeunes artistes à pratiquer leur art. Elle se veut donc un outil au service de la diffusion de leurs oeuvres.";"000000";"000000";"66 rue Abbé Letty";"";"";"29219";"RELECQ-KERHUON";"29235";"PM";"";"W291008216";"R";"";"2017-03-02  03:20:21"
"291S0291007626";"0291007626";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"GROUPEMENT D'EMPLOYEURS A VOCATION DE REMPLACEMENT SAINT YVES";"Mettre des salariés à disposition de ses adhérents qui souhaitent être remplacés temporairement dans leur entreprise";"000000";"000000";"Mairie";"";"";"29260";"PLOUDANIEL";"29179";"PM";"";"";"D";"";"2006-03-16  03:43:01"
"291S0291007627";"0291007627";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"TIR NA NOG";"Valoriser, diffuser, collecter la culture et le patrimoine celtique et plus généralement, la culture et le patrimoine populaire.";"000000";"000000";"12 rue Saint Pol Roux";"";"";"29200";"BREST";"29019";"PM";"";"W291008214";"R";"";"2017-03-02  03:19:58"
"291S0291007628";"0291007628";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"AMICALE DE PETANQUE DE PLOUIDER";"La pratique et la promotion de la pétanque comme loisir";"000000";"000000";"Toubélénan";"";"";"29260";"PLOUIDER";"29198";"PM";"";"W291008219";"R";"";"2017-03-02  03:51:00"
"291S0291007629";"0291007629";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"PLOUGASTAND";"Acquisition et gestion de materiels pour mise a disposition a la vie associative et eventuellement aux particuliers";"000000";"000000";"4 cafe pedel";"Keralcun";"";"29213";"PLOUGASTEL-DAOULAS";"29189";"PM";"";"W291006684";"R";"";"2015-05-22  05:21:55"
"291S0291007630";"0291007630";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION BREST CATAMARAN DERIVEUR (ABCD)";"Promotion et dEveloppement de la voile lEgère en rade de brest";"000000";"000000";"Chez m. bezon eric";"10 rue de kervennoc";"";"29217";"PLOUGONVELIN";"29190";"PM";"";"W291008217";"R";"";"2017-03-02  03:36:25"
"291S0291007631";"0291007631";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"EPICURE";"La promotion de la musique, de la culture et du divertissement en Bretagne Ouest";"000000";"000000";"12 rue du Cosquer";"";"";"29214";"LANNILIS";"29117";"PM";"";"W291008215";"R";"";"2017-03-02  03:25:47"
"291S0291007632";"0291007632";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"COP'ROAD";"Promotion de la musique dans tous ses styles";"000000";"000000";"Chez M. KERDONCUFF Alain";"Botcaerel";"";"29220";"PENCRAN";"29156";"PM";"";"W291008213";"R";"";"2017-03-02  03:10:14"
"291S0291007633";"0291007633";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"UNION REGIONALE DES ASSOCIATIONS COORDINATRICES DE SOINS ET SANTE DE BRETAGNE";"Etre un lieu de rencontre et d'échange, un moyen de développer la solidarité entre toutes les structures en vue de la réalisation de leurs objectifs, un relai sur le plan régional entre l'UNACSS et les structures de base, une instance représentativeface aux pouvoirs régionaux.";"000000";"000000";"2 rue de la Somme";"";"";"29219";"RELECQ-KERHUON";"29235";"PM";"";"";"D";"";"2006-03-16  03:43:02"
"291S0291007634";"0291007634";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"UNION DEPARTEMENTALE ORGECO DU FINISTERE";"Etude des biens et services de consomation ; formation des consommateurs ; information et défense des consommateurs ; action jusidiciaire.";"000000";"000000";"4 rue Fonferrier";"";"";"29200";"BREST";"29019";"PM";"";"W291008212";"R";"";"2017-03-02  03:04:34"
"291S0291007635";"0291007635";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"BREST DANCING CLUB";"Pratique de la danse sportive de compétition en coupe ou en groupe, ou tout autre vocable tendant à désigner la même activité";"000000";"000000";"Chez Mme VIALE Isabelle";"53 rue de Lyon";"";"29200";"BREST";"29019";"PM";"";"W291008211";"R";"";"2017-03-02  03:51:21"
"291S0291007636";"0291007636";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"TOUCHEZ PAS A NOTRE AGRICULTEUR";"Elle a pour but de maintenir la tradition agricole au bourg de Plouzané et l'outil de travail d'un jeune agriculteur";"000000";"000000";"4 allée de Pen Ar Pont";"";"";"29290";"PLOUZANE";"29212";"PM";"";"";"D";"";"2006-03-16  03:43:02"
"291S0291007638";"0291007638";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION DES ANCIENS ELEVES DE SAINT SEBASTIEN";"Promouvoir les relations entre les anciens élèves et les élèves actuels de l'école Saint-Sébastien (Landerneau) et assurer la liaison entre l'école et la vie professionnelle.";"000000";"000000";"Ecole Saint-Sébastien";"4 rue Hervé-de-Guebriant";"";"29220";"LANDERNEAU";"29103";"PM";"";"W291008208";"R";"";"2017-03-01  03:57:30"
"291S0291007641";"0291007641";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"COMITE REGIONAL DES UNIONS DEPARTEMENTALES DE DONNEURS DE SANG BENEVOLES 'BRETAGNE'";"Inciter au respect, sur le plan régional, du code d'honneur des donneurs de sang. Coordonner les points de vue des différents groupements tout en leur laissant leur personnalité. Faciliter leur représentation près des pouvoirs publics régionaux et ducorps médical. Organiser la propagande pour étendre le mouvement du don du sang bénévole et convaincre de nouveaux donneurs, en liaison avec les centres et postes de transfusion sanguine, dans un but éducatif...Gérer des fonds de solidarité.....";"000000";"000000";"40, rue Albert Louppe";"";"";"29200";"BREST";"29019";"PM";"";"W291008207";"R";"";"2017-03-01  03:42:35"
"291S0291007643";"0291007643";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"AIRE NATURELLE DE LA COTE DES LEGENDES";"Favoriser l'accueil et l'hébergement des touristes d'une facon précaire et saisonnière ; organiser des loisirs et distractions diverses à leur intention sur l'aire naturelle de camping Ty Poas";"000000";"000000";"Mairie";"";"";"29238";"GOULVEN";"29064";"PM";"";"W291008206";"R";"";"2017-03-01  03:26:28"
"291S0291007644";"0291007644";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"PORTE-PLUME";"Promouvoir les filières de lettres et de sciences sociales de brest et de quimper, contribuer Â l'animation des deux campus, rendre des services aux Etudiants de ceux-ci, mmettre en oeuvre les conditions d'accueil et d'information";"000000";"000000";"20 rue duquesne";"";"";"29200";"BREST";"29019";"PM";"";"W291008205";"R";"";"2017-03-01  03:03:55"
"291S0291007645";"0291007645";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"KERICHEN DART'S CLUB";"Jeux de Fléchettes, pratique et concours.";"000000";"000000";"79 rue Paul Masson";"";"";"29200";"BREST";"29019";"PM";"";"W291008209";"R";"";"2017-03-02  03:31:14"
"291S0291007647";"0291007647";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION DE FINANCEMENT DE LA LISTE RPR - UDF CONDUITE PAR BERTRAND COUSIN POUR LES ELECTION MUNICIPALES DE LA VILLE DE BREST DE JUIN 1995";"Mandataire Financier de la liste RPR - UDF";"000000";"000000";"3 rue Traverse-de-L'Eglise";"";"";"29200";"BREST";"29019";"PM";"";"W291010342";"R";"";"2017-06-06  06:36:30"
"291S0291007649";"0291007649";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION SPORTIVE ET CULTURELLE DE CARREFOUR BREST";"Participer à la vie locale lors de manifestation sportives et culturelles.";"000000";"000000";"126 boulevard de Plymouth";"";"";"29200";"BREST";"29019";"PM";"";"W291008204";"R";"";"2017-03-01  03:49:48"
"291S0291007650";"0291007650";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"AMERICAN INDIAN ASSOCIATION";"Développer la culture indienne, promouvoir sa musique, organiser différentes manifestations.";"000000";"000000";"14 rue de Vannes";"";"";"29200";"BREST";"29019";"PM";"";"W291008257";"R";"";"2017-03-06  03:31:12"
"291S0291007653";"0291007653";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION DE MEDECINE LEGALE ET DE TOXICOLOGIE CLINIQUE DE BREST";"Améliorer à Brest et dans le Finistère la qualité de l'enseignement et de la recherche dans le domaine de la médecine légale et toxicologie clinique, c'est à droit médical, déonthologie et éthique, médecine légale clinique et thanatologique, anthropologie médico-légale et criminalistique, toxicologie et toxicomanie, réparation du dommage corporel.";"000000";"000000";"CHRU Morvan";"5 avenue Foch";"";"29200";"BREST";"29019";"PM";"";"W291008256";"R";"";"2017-03-06  03:49:01"
"291S0291007654";"0291007654";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION HANDICAP-ESPOIR (AHE)";"Aider les handicapés de quelques natures que soient leurs handicaps, leur rendre plus aisée leur vie quotidienne aussi bien sur le plan personnel, professionnel, insertion sociale, culturelle, aide administrative, etc... ; aider les handicapés(e) dela vie par la conjoncture économique actuelle (ex : demandeur d'emploi) ; aider de notre mieux les SDF et les familles en difficulté afin qu'ils retrouvent un peu de chaleur humaine et de dignité lors des moment difficiles qu'ils traversent.";"000000";"000000";"Chez M. Hervé-Pierre RICHARD";"5 rue Georges Mandel";"";"29200";"BREST";"29019";"PM";"";"W291005897";"R";"";"2013-07-25  07:06:38"
"291S0291007656";"0291007656";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"LIVE PRODUCTION";"Conception, réalisation, promotion et production associée ou non, de concerts, spectacles ou galas, à l'adresse des jeunes et des moins jeunes.";"000000";"000000";"12 rue de Kergoat";"";"";"29200";"BREST";"29019";"PM";"";"W291008255";"R";"";"2017-03-06  03:40:11"
"291S0291007657";"0291007657";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION DES FETES DAOULASIENNES";"Développer des rencontres 'entre tous âges' afin de restructurer les loisirs a Daoulas";"000000";"000000";"4 rue de Brest";"";"";"29224";"DAOULAS";"29043";"PM";"";"W291008254";"R";"";"2017-03-06  03:27:32"
"291S0291007658";"0291007658";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"LE PETIT PRINCE";"recueillir des fonds pour la recherche sur la mort subite et inexpliquée du nourisson.";"000000";"000000";"2 place du Commerce";"Logement 4";"";"29290";"PLOUZANE";"29212";"PM";"";"W291008250";"R";"";"2017-03-06  03:04:26"
"291S0291007663";"0291007663";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ESPRIT FORM";"Aider par differents moyens a l'epanouissement physique et mental de tout individu residant dans la region ou ailleurs : relaxation, gi gong, gymnastique, conferences";"000000";"000000";"7 rue choquet de lindu";"";"";"29200";"BREST";"29019";"PM";"";"";"D";"";"2006-03-16  03:42:59"
"291S0291007665";"0291007665";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"SINIYANGUI";"mise en relation d'artistes français et burkinabés afin de travailler sur des projets artistiques communs dans un esprit d'échange et de métissage";"000000";"000000";"20 boulevard Clémenceau";"";"";"29219";"RELECQ-KERHUON";"29235";"PM";"";"W291008253";"R";"";"2017-03-06  03:15:02"
"291S0291007666";"0291007666";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION SPORTIVE DES DEUX RIVES";"pratiques sportives";"000000";"000000";"20 rue Puebla";"";"";"29200";"BREST";"29019";"PM";"";"W291008249";"R";"";"2017-03-06  03:50:14"
"291S0291007667";"0291007667";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"AVENIR SPORTIF DU COLIBRI";"Pratique des activités sportives et de plein air.";"000000";"000000";"Le Colibri";"6 rue Maréchal Leclerc";"";"29212";"PLABENNEC";"29160";"PM";"";"W291008252";"R";"";"2017-03-06  03:13:12"
"291S0291007668";"0291007668";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"N°4 SKATE CLUB";"Elle a pour objet de promouvoir et régulariser la pratique de la planche à roulette.";"000000";"000000";"Chez M. Erwann ABALAIN";"16 rue Ernest Renan";"";"29200";"BREST";"29019";"PM";"";"W291008251";"R";"";"2017-03-06  03:06:10"
"291S0291007669";"0291007669";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"MORRISON DART'S CLUB";"Club de fléchette";"000000";"000000";"10 route de Brest";"";"";"29260";"FOLGOET";"29055";"PM";"";"W291008248";"R";"";"2017-03-06  03:44:53"
"291S0291007670";"0291007670";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"LANDERNEAU ECOLOGIE";"Participer à la vie publique du Pays de Landerneau .Agir dans tous les domaines relevant de l'ecologie en réfléchissant, en informant et proposant des actions aux habitants du pays.";"000000";"000000";"Chez M. BORVON Gérard";"rue des Fréres Mazéas";"";"29220";"LANDERNEAU";"29103";"PM";"";"";"D";"";"2006-03-16  03:43:02"
"291S0291007671";"0291007671";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"LE STERNE CLUB";"Elle a pour but la pratique des activités sportives et de plein air.";"000000";"000000";"35 place des Fusillés";"";"";"29239";"GOUESNOU";"29061";"PM";"";"W291008247";"R";"";"2017-03-06  03:30:24"
"291S0291007672";"0291007672";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION POUR L'ANIMATION ET LA COORDINATION DES MILIEUX INDEPENDANTS (ACMI)";"Aider au fonctionnement de l'Action Catholique des Milieux Indépendants du diocèse de Quimper et Léon, en mettant à sa disposition les moyens de remplir sa mission, et en particulier, en assurant la gestion de son personnel permanent";"000000";"000000";"39 rue Camilles Desmoulins";"";"";"29200";"BREST";"29019";"PM";"";"W291007356";"R";"";"2016-07-08  07:00:09"
"291S0291007673";"0291007673";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"AMICALE LAIQUE DE PENCRAN";"Organiser des activités physiques, sportive et de loisirs culturels sur la commune de Pencran.";"000000";"000000";"Lesmoualc'h Bras";"";"";"29220";"PENCRAN";"29156";"PM";"";"W291006316";"R";"";"2014-09-01  09:35:58"
"291S0291007674";"0291007674";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"QUAI OUEST";"Développer les musiques vivantes et l'essor des jeunes créateurs de la région Bretagne dans le domaine des musiques actuelles. L'association entend offrir un secrétariat de promotion artistique aux musiciens et contribuer a la conception et diffusiond'événements musicaux.";"000000";"000000";"6 rue de bassan";"";"";"29200";"BREST";"29019";"PM";"";"W291008245";"R";"";"2017-03-03  03:29:12"
"291S0291007675";"0291007675";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"GROUPEMENT D'EMPLOYEURS DE L'ETOILE";"Mise à disposition de ses membres d'un ou plusieurs salariés agricoles liés au groupement par un contrat de travail.";"000000";"000000";"Kergavellan";"";"";"29260";"PLOUDANIEL";"29179";"PM";"";"W291008244";"R";"";"2017-03-03  03:48:11"
"291S0291007676";"0291007676";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"CENTRE D'ENSEIGNEMENT MUSICAL";"Enseignement de la musique";"000000";"000000";"Chez mme helene grall";"Lescoat";"";"29260";"LESNEVEN";"29124";"PM";"";"W291008243";"R";"";"2017-03-03  03:22:58"
"291S0291007677";"0291007677";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION DEPARTEMENTALE DE PROTECTION CIVILE";"agir de toute manières possible en faveur du développement de la protection des populations civiles, contre les dangers du temps de paix et du temps de guerre.";"000000";"000000";"19 rue Georges Brassens";"";"";"29290";"PLOUZANE";"29212";"PM";"";"W291008242";"R";"";"2017-03-03  03:02:02"
"291S0291007678";"0291007678";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"TAE KWON DO DOJANG DU FINISTERE";"Pratique du Tae-Kwon-Do, art martial coréen.";"000000";"000000";"Chez M. Jean-Pierre LE GOVIC";"5 rue du Général Mussat";"";"29200";"BREST";"29019";"PM";"";"W291008241";"R";"";"2017-03-03  03:48:39"
"291S0291007679";"0291007679";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"OBJECTIF 98";"Aide matérielle, morale et finanière pour les pilotes de karting et autres sports mécaniques, et en particulier pour Christophe Prigent, en vue de leur ascension au plus haut de la compétition mécanique.";"000000";"000000";"43 rue de la Marche";"";"";"29260";"LESNEVEN";"29124";"PM";"";"W291008240";"R";"";"2017-03-03  03:36:58"
"291S0291007680";"0291007680";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"MARIE REINE DES VIES";"Defendre et promouvoir le respect de la vie humaine ; developper toute action de soutien et d'assistance aux futures mamans ; developper toute action de soutien et d'assistance aux personnes desireuses de donner un sens chretien a leur vie, etc...";"000000";"000000";"38 rue francois guivarch";"";"";"29213";"PLOUGASTEL-DAOULAS";"29189";"PM";"";"";"D";"";"2006-03-16  03:43:01"
"291S0291007681";"0291007681";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"IROISE DANSE";"Elle a pour but de promouvoir les danses de société";"000000";"000000";"Mairie";"";"";"29217";"PLOUGONVELIN";"29190";"PM";"";"W291008239";"R";"";"2017-03-03  03:52:36"
"291S0291007682";"0291007682";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION FAMILIALE DE L'IROISE";"Elle a pour objet d'assurer des travaux divers chez ses membres utilisateurs et de rendre tous services à ses membres.";"000000";"000000";"Mairie";"";"";"29229";"PLOUMOGUER";"29201";"PM";"";"W291008238";"R";"";"2017-03-03  03:42:02"
"291S0291007683";"0291007683";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"LES ATELIERS DE L'ELORN";"Elle a pour but de promouvoir les arts, en particulier la céramique et la peinture, et d'aider dans leur travail artistes et artisans de la région.";"000000";"000000";"Penquer-Traon-Elorn";"";"";"29213";"LOPERHET";"29140";"PM";"";"W291008237";"R";"";"2017-03-03  03:32:19"
"291S0291007684";"0291007684";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION POUR LE SOUTIEN DE LA CAMPAGNE ELECTORALE DE LOUIS CARADEC";"ORGANISER LE SOUTIEN DE LA CAMPAGNE ELECTORALE DE LOUIS CARADEC";"000000";"000000";"131 RUE ST yVES";"AN DAOU DI";"";"29217";"PLOUGONVELIN";"29190";"PM";"";"W291010341";"R";"";"2017-06-06  06:41:05"
"291S0291007685";"0291007685";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"CLUB OMNISPORT SOBRENA";"Pratique sportive et de plein air";"000000";"000000";"Rue emile de carcadec";"Bp 340";"";"29200";"BREST";"29019";"PM";"";"W291008236";"R";"";"2017-03-03  03:20:55"
"291S0291007686";"0291007686";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"LES SEJOURS AU VILLAGE";"Assurer l'accompagnement social des familles dans le cadre d'activités éducatives et de loisirs sans supplément de prix facturé";"000000";"000000";"14 boulevard Gambetta";"";"";"29200";"BREST";"29019";"PM";"";"";"D";"";"2006-03-16  03:42:58"
"291S0291007687";"0291007687";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"FRANCE- NOUVELLE ZELANDE";"Promouvoir les relations culturelles et amicales entre la france et la Nouvelle-Zélande";"000000";"000000";"Mairie";"rue des Martyrs";"";"29217";"PLOUGONVELIN";"29190";"PM";"";"W291008235";"R";"";"2017-03-03  03:59:55"
"291S0291007688";"0291007688";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"SAINT-MARTIN CA BOUGE";"Animations du quartier Saint-Martin";"000000";"000000";"14, rue Danton";"";"";"29200";"BREST";"29019";"PM";"";"W291008234";"R";"";"2017-03-03  03:52:48"
"291S0291007690";"0291007690";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION SYNDICALE DU LOTISSEMENT DU CHÂTEAU DE QUELEREN";"Gérer, entretenir et clarifier la situation juridique des parties communes à savoir : route, chemin, accès plage de Portez ; espaces verts, tennis, piscine, voie de desserte et assainissement";"000000";"000000";"Chez M. Georges CHARRIERE";"4 avenue du Château de Quéleren";"";"29290";"LOCMARIA-PLOUZANE";"29130";"PM";"";"W291008233";"R";"";"2017-03-03  03:44:04"
"291S0291007691";"0291007691";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"FC GREENWICH";"PROMOUVOIR LE SPORT";"000000";"000000";"Bar Tabac Le Greenwich";"5 boulevard des Français Libres";"";"29200";"BREST";"29019";"PM";"";"";"D";"";"2006-03-16  03:43:02"
"291S0291007692";"0291007692";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"AR KAV";"Le developpement d'activites ayant un lien avec la culture bretonne et le billard";"000000";"000000";"Chez m.loaec";"Hellez-bras";"";"29220";"PENCRAN";"29156";"PM";"";"W291008232";"R";"";"2017-03-03  03:32:05"
"291S0291007696";"0291007696";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION LANDERNEENNE DES ANESTHESISTES-REANIMATION";"perfectionnement dans le cadre de l'exercice de l'anesthésie-réanimation";"000000";"000000";"polyclinique Saint-Luc";"rue Claude Bernard";"";"29220";"LANDERNEAU";"29103";"PM";"";"W291008231";"R";"";"2017-03-03  03:08:17"
"291S0291007698";"0291007698";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"BISTOURI";"Elle a pour but de fournir des cours polycopies aux élèves de la faculté de médecine de Brest.";"000000";"000000";"Faculté de Médecine de Brest";"22 rue Camille Desmoulins";"";"29200";"BREST";"29019";"PM";"";"W291008230";"R";"";"2017-03-03  03:49:45"
"291S0291007699";"0291007699";"";"291S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION EXPRESS POOL";"Promouvoir le billard anglais sur la commune de plouneour-trez";"000000";"000000";"La gare";"";"";"29238";"PLOUNEOUR-TREZ";"29203";"PM";"";"W291008229";"R";"";"2017-03-03  03:37:02"
